Title,Description,Published At,Video URL,View Count,Like Count,Dislike Count,Comment Count,Tags,Duration (Minutes)
CENTRAL CEE FT. LIL BABY - BAND4BAND (MUSIC VIDEO),"Listen: https://centralcee.lnk.to/BAND4BAND

Follow Central Cee 👇
Instagram: https://www.instagram.com/centralcee 
Tik Tok: https://www.tiktok.com/@centralcee 
Twitter: https://twitter.com/centralcee
Snapchat: https://www.snapchat.com/add/centralcee

Follow Lil Baby 👇
Instagram: https://www.instagram.com/lilbaby 
Tik Tok: https://www.tiktok.com/@lilbaby 
Twitter: https://twitter.com/lilbaby4PF
Snapchat: https://www.snapchat.com/add/lilbaby4PF

Produced By Ghana Beats x Geenaro 
Directed by Wowa
Edited by Marta Strauss",2024-06-28T20:42:41Z,https://www.youtube.com/watch?v=pDddlvCfTiw,183846820,2305974,,55872,"['central cee', 'central', 'cee', 'cench', 'dave', 'sprinter', 'doja', 'day in the life', 'grm daily', 'grime', 'rap', 'hip hop', 'uk', 'mixtape', 'album', 'madness', 'mixtape madness', 'link up tv', 'one up', 'drill', 'shepherds bush', 'wild west', '23', 'nike', 'jordan', 'chelsea', 'syna', 'bellingham', 'toyota', 'yaris', 'urus', 'trap', 'brand', 'street', 'street wear', 'split decision', 'entraprenuer', 'entrepreneur', 'trapstar', 'intro', 'GRIME', 'FREESTYLE', 'lil baby', 'drake', '4pf', 'gunna', 'YSL', 'atlanta', 'New York', 'usa', 'america', 'future', 'kendrick Lamar', 'my turn', 'drip', ""it's only me""]",2
Kendrick Lamar - luther (Official Audio),"Kendrick Lamar “GNX” is available now: https://my-gnx.com/

https://www.myGNX.com
https://www.instagram.com/kendricklamar
https://twitter.com/kendricklamar
https://www.facebook.com/kendricklamar

#KendrickLamar #GNX",2024-12-12T17:32:35Z,https://www.youtube.com/watch?v=HfWLgELllZs,26573321,376761,,10670,[],2
DDG & Tory Lanez - Handling Business (Official Video),"STREAM NOW: https://DDG.lnk.to/HANDLINGBUSINESS

Prod. OG Parker, Beezo
Directed by @LewisYouNasty

Snapchat: @DDG

Follow DDG:
https://twitter.com/pontiacmadeddg 
https://www.facebook.com/Pontiacmadeddg/ 
https://www.instagram.com/ddg/
https://soundcloud.com/pontiacmadeddg 
https://www.youtube.com/channel/UCKqq...

(C) 2022 DDG Entertainment Inc.",2024-12-18T23:52:25Z,https://www.youtube.com/watch?v=kqo80PzksIc,1704890,74967,,5444,"['ddg', 'ddg music', 'tory lanez', 'ddg tory', 'tory lanes', 'ddg handling business', 'ddg music video', 'ddg halo', 'ddg tory lanez new song', 'tory lanez rapping from jail', 'tory lanez rapping 2024', 'new tory lanez', 'new ddg', 'new ddg 2024', 'tory lanez newest song', 'lewisyounasty', 'tory lanes ddg', 'ronnie lewis productions', 'ddg new music video 2024', 'tory lanez new music video', 'tory lanez new music']",3
Morgan Wallen - Love Somebody (Lyric Video),"Listen to “Love Somebody” here: https://morganwallen.lnk.to/lovesomebody

Stay connected for exclusive updates:
▸Mailing List & Text Sign Up: https://MorganWallen.lnk.to/info 
▸Website: https://morganwallen.com/

▸ Shop Merch: https://morganwallen.lnk.to/shop

Follow Morgan:
▸Instagram: https://instagram.com/morganwallen/
▸Twitter: https://twitter.com/morganwallen/
▸TikTok: https://www.tiktok.com/@morganwallen
▸Facebook: https://facebook.com/morgancwallen

Lyrics: 
Rumors goin’ all over town
Can’t keep my name out they mouth these days, yeah they say
I live too fast to settle down
Truth is I just ain’t about these games they all play
 
Wanna find somethin’ stronger than the whiskey
And oh I’ve tried, but every time I feel her kiss me
I keep comin' up empty yeah
 
I just wanna love somebody
Who won't leave a hole in my heart
I just wanna love somebody
That don’t want me fallin’ apart
And I’ll be lucky if I ever find
A somethin' more than just a crazy night
I just wanna love somebody
 
Who ain't hypnotized
By dollar signs and blindin' lights, like they tend to be, yeah
I need someone that I'd be proud
To take on back to my hometown
Honest eyes that just ain’t gonna lead to
 
Lonely nights even when she’s up against me
I don’t know why it feels like there’s nobody with me
And I’m still empty, yeah
 
I just wanna love somebody
Who won't leave a hole in my heart
I just wanna love somebody
That don’t want me fallin’ apart
And I’ll be lucky if I ever find
A somethin' more than just a crazy night
I just wanna love somebody
 
I just wanna love somebody
(Wooah)
 
I just wanna love somebody
Who won't leave a hole in my heart
I just wanna love somebody
That don’t want me fallin’ apart
And I’ll be lucky if I ever find
A somethin' more than just a crazy night
I just wanna love somebody

#MorganWallen #LoveSomebody",2024-10-22T12:53:38Z,https://www.youtube.com/watch?v=zxMo0CZZzyg,10443825,97338,,3387,"['Morgan Wallen', 'Love Somebody', 'Country', 'Country Music', 'Morgan', 'MW']",3
Tommy Richman - MILLION DOLLAR BABY (Official Music Video),"Official Music Video for “MILLION DOLLAR BABY” by Tommy Richman - available everywhere now: https://tommyrichman.ffm.to/MILLIONDOLLARBABY

“COYOTE” Album available everywhere now: https://tommyrichman.ffm.to/COYOTE

Follow Tommy Richman:
https://everythingispunk.com 
Instagram: https://www.instagram.com/tommyrichman.png
X: https://twitter.com/tommyrichmann 
TikTok: https://www.tiktok.com/@tommyrichman 

Lyrics:
I ain’t never rep a set baby
I ain’t do no wrong
I could clean up good for you
Oh I know right from wrong
Cause I wanna make it (so badly)
I’m a Million Dollar Baby (don’t at me)
Hell no

You rep my city for so damn long
But you still don’t notice me
My sound next
VA next
I’m at they neck
I’m running up a check
She a bad lil mama she a diva
No matter what happens he cannot come between us again
I know we’re better than friends (better than friends)
I took her to Queen’s Gambit, showed around my friends
Tried to pick some energy up it don’t better
I know you haven’t moved on, if you tried
I don’t believe it baby, I know you lied
All night long
What you mean I changed
Haven't stayed the same
I’ve been losing my mind
I said the city is mine

I ain’t never rep a set baby
Ain’t do no wrong
I could clean up, do it for you
Oh I know right from wrong
Cause I wanna make it (so badly)
I’m a Million Dollar Baby (don’t at me)
I ain’t never rep a set baby
Ain’t do no wrong
I could clean up, good for you
Oh I know right from wrong
Cause I wanna make it (so badly)
I’m a Million Dollar Baby (don’t at me)

Hell no
Hell no
Hell no

Shot and edited by Josh Ycay

#TommyRichman #MILLIONDOLLARBABY #MusicVideo #Alternative #RnB",2024-08-24T15:07:05Z,https://www.youtube.com/watch?v=Zf1d8SGuxfs,42547817,504845,,11647,"['Tommy Richman', 'Tomy Richman', 'MILLION DOLLAR BABY', 'Tommy Richman MILLION DOLLAR BABY', 'Tommy Richman Official Audio', 'Tommy Richman Official Video', 'Tommy Richman Music', 'MILLION DOLLAR BABY Music Video', 'Tommy Richman tiktok song', 'MILLION DOLLAR BABY tiktok', 'MDB', 'tommy richman tiktok', 'Alternative music', 'music', 'r&b', 'hip-hop', 'Brent Faiyaz', 'Jordan Ward', 'Paris Texas']",2
Rio Da Yung OG - RIO FREE (Official Video),"Listen to the single “RIO FREE"". Out Now!
Stream: https://music.empi.re/riofree

Merch: https://store.empi.re/collections/rio-da-yung-og

#RioDaYungOg #RIOFREE  #EMPIRE



Official Video by Rio Da Yung Og - ""RIO FREE"" © 2024 #Boyz Entertainment LLC",2024-12-18T23:52:03Z,https://www.youtube.com/watch?v=0Bj6QCU3Ggg,10450561,251029,,14799,[],3
Sabrina Carpenter - Taste (Lyric Video),"Music video by Sabrina Carpenter performing Taste (Lyric Video).© 2024 Island Records, a division of UMG Recordings, Inc.",2024-08-24T15:42:28Z,https://www.youtube.com/watch?v=z9Q9OzL_wI8,13151517,125430,,2973,"['Sabrina Carpenter', 'Island Records', 'Pop']",2
ROSÉ & Bruno Mars - APT. (Official Music Video),"ROSÉ & Bruno Mars - APT.
Download/stream: https://rosesarerosie.lnk.to/APTID

Order APT. single CD: https://rosesarerosie.lnk.to/APT-CDID

'rosie' - the first studio album by ROSÉ - out now
download/stream: http://rosesarerosie.lnk.to/rosieID

ROSÉ store exclusive 'rosie' vinyl, cd's, and more available now: http://rosesarerosie.lnk.to/storeID

Follow ROSÉ:
https://www.instagram.com/roses_are_rosie
https://www.tiktok.com/@roses_are_rosie 
https://x.com/numberonehq
https://www.facebook.com/rosesarerosieofficial
https://www.rosesarerosie.com/

Follow Bruno Mars:
https://www.instagram.com/brunomars
https://www.tiktok.com/@brunomars
https://twitter.com/brunomars
https://www.facebook.com/brunomars
https://www.brunomars.com/

Lyrics: 
아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh

아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh

Kissy face, kissy face
Sent to your phone but,
I'm trying to kiss your lips for real
Red hearts, red hearts
That’s what I’m on yeah
Come give me something I can feel
Oh oh oh
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy
All you gotta do is just meet me at the

아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh

아파트 아파트 
아파트 아파트
아파트 아파트
Uh, uh huh uh huh

It’s whatever it’s whatever it’s whatever you like
Turn this 아파트 into a club
I’m talking drink, dance, smoke, freak, party all night 
건배 건배 girl what’s up
Oh oh oh
Don't you want me like I want you, baby
Don't you need me like I need you now
Sleep tomorrow but tonight go crazy
All you gotta do is just meet me at the

아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh

아파트 아파트 
아파트 아파트 
아파트 아파트 
Uh, uh huh uh huh

Hey so now you know the game Are you ready?
Cause I’m comin to get ya
Get ya, get ya
Hold on, hold on
I’m on my way
Yeah yeah yeah yeah yeah

I’m on my way
Hold on, hold on
I’m on my way
Yeah yeah yeah yeah yeah I’m on my way
Don't you want me like I want you, baby 
Don't you need me like I need you now 
Sleep tomorrow but tonight go crazy 
All you gotta do is just meet me at the

아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the (Uh huh uh huh)

아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the (Uh huh uh huh) 

아파트 아파트 
아파트 아파트 
아파트 아파트 
Just meet me at the (Uh huh uh huh)

아파트 아파트 
아파트 아파트

아파트 아파트
Uh, uh huh uh huh

#ROSÉ_BRUNO_APT #APT #ROSÉ #BrunoMars #MusicVideo",2024-10-22T12:53:03Z,https://www.youtube.com/watch?v=ekr2nIex040,816747788,12519378,,566242,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '로제', 'Rosé', 'BLINK', '블링크', 'bruno mars', 'APT.', 'apt', 'apartment game', 'meet me at the', 'meet me at the apt', 'bruno mars rose apt', 'rose', 'rosesarerosie', 'rose apt', 'rose apt music video', 'rose apt video', 'rose bruno mars', 'rose bruno mars kiss', 'rose kiss']",2
Taylor Swift - Fortnight (feat. Post Malone) (Official Music Video),"The official music video for “Fortnight (feat. Post Malone)” by Taylor Swift, from ‘THE TORTURED POETS DEPARTMENT’.

Buy/download/stream ‘THE TORTURED POETS DEPARTMENT’: https://taylor.lnk.to/thetorturedpoetsdepartment 

Join the #ForAFortnightChallenge on YouTube Shorts. Share 14 snippets of your life in one single Short with “Fortnight (feat Post Malone)” by using remix or adding the official sound.

https://yt.be/ForAFortnightChallenge

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online: 
TikTok: http://tiktok.com/@taylorswift 
Instagram: http://instagram.com/taylorswift 
Twitter: http://twitter.com/taylorswift13 
Snapchat: http://snapchat.com/add/taylorswift 
Facebook: http://facebook.com/taylorswift 
Tumblr: http://taylorswift.tumblr.com 
Website: http://www.taylorswift.com 

►Follow Taylor Nation Online 
TikTok: http://tiktok.com/@taylornation
YouTube: https://youtube.com/taylornation
Instagram: http://instagram.com/taylornation 
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com

Director: Taylor Swift
Director of Photography: Rodrigo Prieto 
Producer: Jil Hardin 
Editor: Chancler Haynes 
Production Designer: Ethan Tobman 
1st AD: Anthony Dimino 
Visual Effects: Parliament
Production Companies: Taylor Swift Productions & Object & Animal

#taylorswift #postmalone #fortnight #thetorturedpoetsdepartment",2024-06-28T20:45:36Z,https://www.youtube.com/watch?v=q3zqJs7JUCQ,131064393,2034158,,102935,"['Taylor swift', 'taylor', 'swift', 'taylor swift ttpd', 'tortured poets department', 'new taylor swift', 'taylor swift album', 'ttpd anthology', 'taylor swift fortnight', 'fortnite taylor swift', 'taylor swift', 'taylor swift fortnight music video', 'taylor swift fortnight postmalone', 'fortnight taylor swift post malone', 'fortnight taylor swift music video', 'fortnite music video', 'fortnite taylor swift post malone', 'taylor swift for a fortnight', 'taylor swift the tortured poets department', 'taylor fortnight']",4
Eminem - Houdini [Official Music Video],"Eminem - Houdini [Official Music Video]

Eminem - Houdini
Listen: https://eminem.lnk.to/TDOSSExpanded 

http://eminem.com
https://www.facebook.com/eminem
https://twitter.com/eminem
https://www.instagram.com/eminem

http://shadyrecords.com
https://www.facebook.com/ShadyRecords/
https://twitter.com/shadyrecords
https://www.instagram.com/shadyrecords

Director: Rich Lee
Director of Photography: Chris Probst
Producers: Justin Diener, Kathy Angstadt, Lisa Arianna
Production Company: Synapse
Finishing: Flawless Post
 
AI by Metaphysic
Supervisors: Jo Plaete & Chris Ume

#Eminem #Houdini #THEDEATHOFSLIMSHADY #COUPDEGRÂCE #ExpandedMournersEdition 

Music video by Eminem performing Houdini. © 2024 Marshall B. Mathers III

http://vevo.ly/7uCyh7",2024-06-28T20:45:43Z,https://www.youtube.com/watch?v=22tVWwmTie8,203822641,4884068,,257945,"['Eminem', 'Houdini', 'Hip', 'Hop', 'エミネム', '에미넴', '埃米纳姆', 'Slim Shady']",4
21 Lil Harold - Doze Off (Official Music Video),"21 Lil Harold - Doze Off (Official Music Video) 

""Doze Off"" available at: https://21LilHarold.lnk.to/DozeOff

Follow 21 Lil Harold:
https://twitter.com/21LilHarold__
https://www.instagram.com/21lilharold/  

(C) 2024 Slaughter Gang Entertainment, LLC under exclusive license to Epic Records, a division of Sony Music Entertainment

#21LilHarold #DozeOff",2024-12-18T23:53:00Z,https://www.youtube.com/watch?v=Ct1xm815TMo,207346,2212,,83,"['21 lil harold', '21 harold out of time', 'out of time 21 harold', 'lil harold out of time', 'out of time lil harold', 'lil harold', '21 harold', 'herbo', 'damn herbo', 'damn', 'boston richey', '21 savage', 'nardowick', 'nardo wick', 'damn 21 lil harold', 'rob49', 'nba youngboy', 'youngboy', 'babyface ray', 'pgf nuk', 'baby drill', 'babydrill', 'lil durk', 'est gee', 'robbin season', '21 lil harold robbin season', 'robbin season 21 lil harold', 'bigxthaplug', '21 lil harold bigxthaplug', 'bigxthaplug 21 lil harold', 'doze off']",3
Taylor Swift - I Can Do It With A Broken Heart (Official Video),"Watch the official music video for “I Can Do It With A Broken Heart"" by Taylor Swift.

Buy/download/stream ‘The Tortured Poets Department': https://taylor.lnk.to/thetorturedpoetsdepartment

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe
►Shop Merch: http://taylorswift.lnk.to/store 
►Follow Taylor Swift Online: 
TikTok: http://tiktok.com/@taylorswift 
Instagram: http://instagram.com/taylorswift 
Twitter: http://twitter.com/taylorswift13 
Snapchat: http://snapchat.com/add/taylorswift 
Facebook: http://facebook.com/taylorswift 
Tumblr: http://taylorswift.tumblr.com 
Website: http://www.taylorswift.com 

►Follow Taylor Nation Online 
TikTok: http://tiktok.com/@taylornation
 Instagram: http://instagram.com/taylornation 
Twitter: http://twitter.com/taylornation13
 Tumblr: http://taylornation.tumblr.com

Director/Producer: Taylor Swift

#taylorswift #icandoitwithabrokenheart #thetorturedpoetsdepartment",2024-09-27T20:33:53Z,https://www.youtube.com/watch?v=Sl6en1NPTYM,26823473,922432,,45773,"['taylor swift', 'i can do it with a broken heart', 'the tortured poets department']",3
"Future, Metro Boomin, Kendrick Lamar - Like That (Official Audio)","Future, Metro Boomin & Kendrick Lamar - Like That (Official Audio)

""WE DON'T TRUST YOU"" available at: https://future.lnk.to/WEDONTTRUSTYOU

Follow Future:
Facebook: https://Future.lnk.to/followFI
Twitter:  https://Future.lnk.to/followTI
Instagram:  https://Future.lnk.to/followII
Website:  https://Future.lnk.to/followWI
Spotify:  https://Future.lnk.to/followSI

Follow Metro Boomin:
https://twitter.com/metroboomin
https://www.instagram.com/metroboomin
https://www.instagram.com/boominati
https://www.facebook.com/MetroBoomin/

(C) 2024 Wilburn Holding Co. and Boominati Worldwide, under exclusive license to Epic Records, a division of Sony Music Entertainment. With Republic Records, a division of UMG Recordings, Inc.

#Future #MetroBoomin #LikeThat #KendrickLamar",2024-06-28T20:45:25Z,https://www.youtube.com/watch?v=N9bKBAA22Go,114338200,1179724,,67198,"['future', 'kevin samuels', 'healing together', 'worst day', 'future worst day', 'worst day future', 'healing together future', 'future healing together', 'future keving samuels', 'kevin samuels future', 'young thug', 'chainz', 'chief keef', 'yo gotti', 'meek mill', 'nav', 'gucci mane', 'french montana', 'quavo', '21 savage', 'migos', 'future never liked you', 'never liked you future', 'im dat n**** future', 'future im dat n****', 'im dat n****', 'Metro Boomin Kendrick Lamar', 'Like That']",4
Hanumankind – Big Dawgs | Ft. Kalmi (Official Music Video) | Def Jam India,"Pushing culture baby, got that product you can’t measure. 
 
Big Dawgs out on all platforms. 
 
Credits - 
 
Music by Hanumankind
Written by Hanumankind
Producer - Kalmi 
Mixing and Mastering Engineer - Akash Shravan
 
Director: Bijoy Shetty
DOP: Abhinay Pandit
Production house: Brown Crew Productions
Executive Producer: Rohan Venkatesh, Abhimanyu Prakash
Producer: Wazim Hyder
Chief Associate: Anamay Prakash
Line producer: Vivek Vinoj
Production manager: Ramsheed PM, Anas MM
Location support: Ramshad AK (Ponnani)
Costume designer: Mashar Hamsa
Associate Cinematographer: Nithin Abey Alexander
First AD: Haritha Haridas
Casting director: Sanjay Sundar
Drone: Kidu FPV

Title VFX: Shatterdome 
Editor: Mehran 
Associate Editor: Rohan Johnson
Colourist: Yash Soni
 
Stunt performers:
Manager: Ashraf
Male riders: Sulthan Sheikh (Main rider), Moor Saleem, Muhammed Shadab Ansari
Female rider: Kashish Sheikh
 
Cast
Abraham Vadakan
Alka Saj Susan
Chithra Pradeep
Vyshnav KB

(c) Universal Music Group 2024",2024-08-24T15:30:59Z,https://www.youtube.com/watch?v=hOHKltAiKXQ,190108131,5858979,,232520,"['Big Dawgs', 'Hanumankind', 'Hanumankind song', 'Hanumankind big dawgs', 'big dawgs hanumankind', 'hanumankind new song', 'hanumankind songs', 'hip hop', 'new hip hop song', 'hip hop song', 'hip hop song 2024', 'big dawgs hip hop song', 'hip hop song big dawgs', 'indian hip hop song', 'hip hop dance', 'rap song', 'rap songs', 'hip hop songs', 'new the big dawgs', 'new song', 'new songs', 'new songs 2024', 'new song 2024', 'latest song', 'latest songs']",3
Lil 1 DTE - Zone 6 (Official Music Video),"Lil 1 DTE - Zone 6 (Official Music Video)

""Zone 6"" available at: https://Lil1DTE.lnk.to/Zone6  

Follow Lil 1 DTE:
https://www.instagram.com/lil1dte/

(C) 2024 Epic Records, a division of Sony Music Entertainment.

#Lil1DTE #Zone6",2024-12-12T17:13:49Z,https://www.youtube.com/watch?v=6HvzffyNr68,334119,781,,29,"['lil dte', 'opp pack', 'lil', 'yns', 'international jefe', 'cap ree 30 roc', 'head crack', 'big bank', 'dont worry', '800', 'epic', 'epic records', 'epicrecords', 'new music', 'hip hop', 'rap', 'tweakin', 'demons', 'lil1dte', '50 ms', 'lil dte 50 ms', '50 ms lil dte', 'Zone']",3
The Weeknd - Dancing In The Flames (Official Music Video),"Official music video for “Dancing In The Flames”, available now to stream/download: http://theweeknd.co/DancingInTheFlames

From the upcoming album ‘Hurry Up Tomorrow’ available to pre order now: http://theweeknd.co/HurryUpTomorrow
 
#ShotoniPhone16Pro by Erik Henriksson
Directed by Anton Tammi

Lyrics:
Traffic dies while we are racing home
Melted lights cover the open road
I hope we make it, cause I've been chasing another odyssey
Oh
I can't wait to see your face crash when we’re switching lanes
My love’s beyond the pain but if i miss the brake, we’re dancing in the flames
Its indescribable
Ooooooh
The world can’t heal they say on the radio
So grab the wheel, want you to be in control
We’re dodgin’ headlights
And you say hold tight
Another odyssey, ohhhh
I can't wait to see your face crash when we’re switching lanes
My love’s beyond the pain but if i miss the brake we’re dancing in the flames
Its indescribable
Everything’s faded
We barely made it
The fire’s raging
But you're still beautiful
And it’s amazing
Cause i can taste it
Our final odyssey
Oooooooh
I can't wait to see your face crash when we’re switching lanes
My love’s beyond the pain but if i miss the brake we’re dancing in the flames
So just have faith
We’ll never be the same
It’s indescribable
indescribable
indescribable

#THEWEEKND #DANCINGINTHEFLAMES 

LYRIC VIDEO:
Official lyric video for “Dancing In The Flames”, available now to stream/download: http://theweeknd.co/DancingInTheFlames

From the upcoming album ‘Hurry Up Tomorrow’ available to pre order now: http://theweeknd.co/HurryUpTomorrow
 
Lyrics:
Traffic dies while we are racing home
Melted lights cover the open road
I hope we make it, cause I've been chasing another odyssey
Oh
I can't wait to see your face crash when we’re switching lanes
My love’s beyond the pain but if i miss the brake, we’re dancing in the flames
Its indescribable
Ooooooh
The world can’t heal they say on the radio
So grab the wheel, want you to be in control
We’re dodgin’ headlights
And you say hold tight
Another odyssey, ohhhh
I can't wait to see your face crash when we’re switching lanes
My love’s beyond the pain but if i miss the brake we’re dancing in the flames
Its indescribable
Everything’s faded
We barely made it
The fire’s raging
But you're still beautiful
And it’s amazing
Cause i can taste it
Our final odyssey
Oooooooh
I can't wait to see your face crash when we’re switching lanes
My love’s beyond the pain but if i miss the brake we’re dancing in the flames
So just have faith
We’ll never be the same
It’s indescribable
indescribable
indescribable

#THEWEEKND #DANCINGINTHEFLAMES 



Music video by The Weeknd performing Dancing In The Flames.© 2024 The Weeknd XO Music ULC, marketed by Republic Records, a division of UMG Recordings, Inc.",2024-09-21T18:37:49Z,https://www.youtube.com/watch?v=MLlSSJ0z7xM,61279855,608600,,27314,"['The Weeknd', 'XO Republic Records']",4
Teddy Swims - Bad Dreams (Official Music Video),"Stream ""Bad Dreams"" now: https://TeddySwims.lnk.to/BadDreams
Pre-Save I've Tried Everything But Therapy Pt.2: https://TeddySwims.lnk.to/ITEBTpt2

Follow Teddy Swims:
https://www.instagram.com/teddyswims
https://facebook.com/teddyswims404
https://twitter.com/teddyswims
https://soundcloud.com/teddyswims
https://www.tiktok.com/@teddyswims

Join Teddy Swims' mailing list: https://TeddySwims.lnk.to/signup


LYRICS:
Sun is going down, time is running out
No one else around but me
Steady losing light
Steady losing my mind
Moving shadows and grinding teeth

Without you, there ain't no place for me to hide
Without you, there's no way I can sleep tonight
What I’d do for a little bit of peace and quiet
Without you I keep

Slippin into bad dreams
Where there’s no you and I
No sound when I cry
I love you and I need you to set me free
From all of these bad dreams
Waiting on the other side
No sound when I cry
I love you and I need you to set me free from all of these, all of these 
(ooh) Bad dreams
(ooh) All of these, baby, please

Come around
Help me settle down
Hellish habits can cloud my head
What you waiting for
Something physical
I can’t do this by myself

Without you, there ain't no place for me to hide
Without you, there's no way I can sleep tonight
What I’d do for a little bit of peace and quiet
Without you I keep

Slippin into bad dreams
Where there’s no you and I
No sound when I cry
I love you and I need you to set me free
From all of these (all of these) bad dreams
Waiting on the other side
No sound when I cry
I love you and I need you to set me free (set me free) from all of these, all of these
(ooh) Bad dreams, baby, please
(ooh) All of these (baby, please) all of these


CREDITS:
Director/Editor/VFX - Orie McGinness
Executive Producer - Mike Taylor
Producer - Dana Willax
Producer - Tanner Gordon
Production Company - Spvce Studio
Cinematographer - Garrett Hoffmann
VFX - Paiton Hebert
Stylist - Tara Nichols
Stylist Asst - Jennifer Collao
HMUA - Morgan Grimes
1st AC - Trevor Jackson
2nd AC - Matt Lemus
Camera Prep - Jordan Edwards
Steadicam - Chris Pinto
Techno Crane - Eli Franks
Gaffer - Nick Schulte
Key Grip - Mathew Seest
Bestboy Grip - Hugo Martinez
Grip - Mason McLaury
Grip - Jesus Munoz
Bestboy Electric - Randy Nguyen
Electric - Kevin Cecil
Electric - Spencer Dubiach
Stunts - Brandon Belieu 
Stunt Rigging - Maxwell Heavenrich
Production Designer - Reece Scarpignato
Art Director - Mag Rodriguez-Carlos
Construction - Nicholas Scarpignato
Construction - Callan Low
Construction - Jonny Yuecheng Sun
Art PA - Andres Rodrigez
Art PA - Christopher Condon
Production Assistant - Jessie Harris
Production Assistant - Elle Mika
Production Assistant - Kate Hill
Production Assistant - Daniel Burks
Truck PA/Grip - Kevin Frame
Truck PA/Grip - Charlie Lenz
Truck PA - Anthony Espinoza
Truck PA - Josiah Miller

#teddyswims #soulmusic #baddreams",2024-10-22T12:52:30Z,https://www.youtube.com/watch?v=Qh8QwVYOSVU,65116372,493524,,12961,"['teddy swims', 'lose control', 'lose control live performance', 'teddy swims lose control', 'teddy swims lyrics', 'teddy', 'swims', 'lose', 'control', 'teddy swims lyric video', 'soul music', 'soul artist', 'teddy swims busking', 'teddy swims viral video', 'bad dreams', 'teddy bad dreams', 'teddy swims bad dreams', 'bad dreams release', 'good dreams', 'teddy swims nightmares']",3
